text,filename,stopwords,punctuation,numerics,upper
lung sensitization asthma main health effect methylenediphenyl diisocyanate mdi albumin adduct isocyanatespecific adduct mdi might involve etiology sensitization reaction albumin adduct mdi analyze serum diisocyanateexposed worker without diisocyanate occupational asthma da well exposed worker without diisocyanatespecific igg antibody dapositive worker iggpositive worker albumin adduct significantly high versus worker without da specific igg negative odds ratio dapositive time large worker adduct level fmolmg odds ratio iggpositive time large worker adduct level fmolmg therefore albumin adduct appear good predictor biological effect albuminadduct level worker without biological effect range adduct level find previous study healthy mdifactory construction site worker,157.txt,52,31,4,5
kidney disease disparately affect african descent age trend generally establish kidney function overall u population contribution age time immigration african immigrant unknown examine independent joint effect age age time immigration kidney function estimate glomerular filtration rate egfr calculate african immigrant male mean age hierarchical regression post hoc analyse reveal significant age x age time immigration interaction account traditional risk factor among immigrated age part per thousand currency sign young age time immigration u may exacerbate inverse relationship age kidney function selfidentified healthy african immigrant sample investigation biopsychosocial factor associate kidney health among african immigrant warrant,180.txt,49,18,1,2
decade develop hematopoietic cell strictly compartmentalize small population multipotent selfrenewing hematopoietic stem cell multipotent hematopoietic progenitor cell undergoing commitment myeloid lymphoid fat unipotent precursor cell mature towards peripheral blood immune cell recent study however provide battery finding cannot explain classical hierarchical model architecture hematopoiesis emerge heterogeneous hematopoietic stem cell population bone marrow coexist distinct preprogrammed differentiation proliferation behavior three subset distinguish among myeloidbiased alpha balance beta lymphoidbiased gammadelta hematopoietic stem cell ratio hematopoietic stem cell subset developmentally regulate foetal liver hematopoietic stem cell adult bone marrow coordinately give rise hematopoiesis beta gammadeltahematopoietic stem cell find predominantly early life organism whereas ahematopoietic stem cell accumulate age mouse human addition new sophisticated genetic experiment mice identify major role longlived committed progenitor cell downstream hematopoietic stem cell driver normal adult hematopoiesis reveal posttransplantation hematopoiesis differs qualitatively quantitatively normal steadystate hematopoiesis finding important implication understand situ regulation haematopoiesis health disease,194.txt,66,42,0,0
microstrip shunt openstub overlap short slotline present used design novel wideband dispersive delay line inherent periodic transmission zero due resonance openstub short slotline remove use complementary configuration moreover phase response complementary stub frequency dependant use design dispersive delay line group delay profile complementary stub smooth continuous time maintain flat magnitude response ultrawide bandwidth several unit cascade obtain desired group delay profile configuration use analog signal processing reduce signal distortion wideband component,037.txt,46,10,0,1
complementation operation vertex digraph change outgo arc nonarcs outgo nonarcs arc give digraph g partially complement digraph g tilde digraph obtain g perform sequence vertex complement operation g dahlhaus et al show give adjacencylist representation g tilde depthfirst search dfs g perform tilde time tilde number vertex ill number edge g tilde use find depthfirst span forest strongly connect component complement g time linear size g dahlhaus et al give application find modular decomposition undirected graph require adjacency list complement others achieve bound algorithm make use somewhat complicate stacklike data structure simulate recursion stack instead implement directly recursive algorithm give recursive tilde algorithm require datastructures c elsevier bv right reserve,023.txt,77,48,1,13
organism inhabit unpredictable environment often evolve diversified reproductive bethedging strategy express production multiple offspring phenotype thereby avoid complete reproductive failure cope unpredictable rainfall african annual killifish temporary savannah pool lay droughtresistant egg vary widely duration embryo development examine source variability duration individual embryo development egg production fertilization rate nothobranchius furzeri use quantitative genetics approach north carolina type ii design find support maternal effect rather polyandrous mat primary source variability duration embryo development number previously lay egg appear serve internal physiological cue initiate shift rapidtoslow embryo developmental mode annual killifish extensive phenotypic variability progeny trait adaptive condition experience parent limited relevance offspring generation contrast genetic control high phenotypic expression heritability maternal control traits natural selection prevents stand genetic diversity potentially detrimental effect selection fluctuate environment,209.txt,48,22,0,1
full software radio receiver suppose receive signal wide band within range ghz linearity constraint strong nonidealities complex system nonidealities generate undesired signal interferers lead degradation reception counteract compensation paper propose mixed system wideband linearization consist analog spectral sensor sasp digital signal processor dsp analog compensation signal generator highlevel simulation result vhdlams language exhibit rejection db continuous wave cw interferers,035.txt,35,21,2,5
phylogeny get easy build difficult reuse combine synthesize information provide publish tree often available image file taxonomic information standardize across study open tree life otl project address issue provide digital tree encompasses organisms build combine taxonomic information publish phylogeny project also provide tool service query download part synthetic tree well source data use build present rot r package search download data fromthe open tree life directly r rot use common data structure allow researcher take advantage rich set tool method available r manipulate analyse visualize phylogeny vignettes accompany package demonstrate rot use r package analyse biodiversity data phylogeny use grow number application rot facilitate access phylogenetic data allows integration statistical method data source available inr,021.txt,71,24,0,5
accurate algorithm threedimensional d pose recognition rigid object present algorithm base adaptive template match filter local search optimization scene image capture bank correlation filter construct find best correspondence current view target scene target image synthesize mean computer graphic synthetic image create use know d model target iterative procedure base local search computer simulation result obtain proposed algorithm synthetic reallife scene present discussed term accuracy pose recognition presence noise clutter background occlusion experimental result show proposal present high accuracy d pose estimation use monocular image c society photooptical instrumentation engineer spie,009.txt,48,21,1,5
background computational support essential order reason dynamic biological system develop software tool animo analysis network interactive model provide computational support allow insight complex network signal event occur live cell animo make use time automaton underlie model thereby enable analysis technique computer science like model check biology expert able use animo via user interface specifically tailor biological application paper compare use animo establish formalisms two case study result animo powerful userfriendly tool compete exist continuous discrete paradigm show present animo model two case study drosophila melanogaster circadian clock signal transduction event downstream tnf alpha egf ht human colon carcinoma cell model originally develop ode fuzzy logic respectively conclusion two biological case study model respectively ode fuzzy logic model conveniently model use animo animo model require less parameter ode precise fuzzy logic reason position model paradigm animo ode fuzzy logic,182.txt,67,22,0,13
molecular ecologist good reason excite new dnarna sequence technology however exuberance tempered hefty dose reality new sequence technology come significant new challenge herein offer brief overview practical problem encounter transcriptomics study conduct laboratory nontrivial issue prospective practitioner consider include template contamination eg xenobiotics cuttingroom floor problem whereby data often unassembled unannotated unused also highlight computational requirement include hardware personnel time associate skill set optimistic future molecular ecology hope cautionary overview help neophyte well recognize key challenge associate new technology,196.txt,43,21,0,1
brief overview vortexinduced vibration viv bridge deck present highlight special viv feature concern bridge deck popular viv model van der poltype model bridge deck examine detail alternatively truncate volterra seriesbased nonlinear oscillator introduce model viv system typical feature viv limit cycle oscillation lco frequency shift hysteresis beat phenomenon parsimoniously accurately capture propose nonlinear model functional expansion nonlinear system volterra series convenient estimate linear nonlinear contribution viv demonstrated relative contribution nonlinear effect viv around total response range bridge cross section efficacy volterra series reducedorder model rom capture aerodynamic nonlinearities eliminate need reliance conventional phenomenological model promise offer unified framework nonlinear wind effect longspan bridgesfor example viv buffet flutter c american society civil engineer,141.txt,55,33,1,13
background rhinovirus c rvc first identify produce high symptom burden child asthmatic however primary target host cell airways remain unknown primary hypothesis rvc target ciliated airway epithelial cell aecs cell specificity determine restrict high expression know rvc cellentry factor cadherin relate family member cdhr method rvc c infection differentiate human bronchial epithelial cell hbec culture assess use immunofluorescent timelapse epifluorescent image morphology cinfected differentiate aec assess immunohistochemistry result c produce scattered pattern infection infect cell shed epithelium percentage cell infect c vary depend cell culture condition infect cell increase stain marker ciliated cell acetylatedalphatubulin aat p marker goblet cell wheat germ agglutinin mucac p ns cdhr expression increase ciliated epithelial cell epithelial cell p c infection cause reduction ciliated cell express cdhr p differentiation aec cdhr expression progressively increase correlate rvc bind replication conclusion rvc replicate ciliated aecs vitro lead infect cell shed cdhr expression positively correlate rvc bind replication largely confine ciliated aecs data imply factor regulate differentiation cdhr production may important determinant rvc illness severity,155.txt,65,75,1,20
vi european guideline cardiovascular prevention recommend combine population high risk strategy lifestyle change cornerstone prevention propose score function quantify cardiovascular risk guideline highlight disease specific intervention condition woman young people ethnic minority screen subclinical atherosclerosis noninvasive imaging technique recommend guideline distinguish four risk level high high moderate low therapeutic objective lipid control accord risk diabetes mellitus confers high risk except subject type diabetes less year evolution without risk factor complication type diabetes short evolution without complication decision start pharmacological treatment arterial hypertension depend blood pressure level cardiovascular risk take account lesion target organ guideline dont recommend antiplatelet drug primary prevention increase bleed risk low adherence medication require simplify therapeutic regime identify combat cause guideline highlight responsibility health professional take active role advocate evidencebased intervention population level propose effective intervention individual population level promote healthy diet practice physical activity cessation smoking protection alcohol abuse c publish elsevier espana slu behalf sespas,169.txt,73,35,2,6
prenatal environment recognize key driver noncommunicable disease risk later life within developmental origin health disease dohad paradigm study increasingly identify link maternal morbidity pregnancy disease later life offspring nutrient restriction metabolic disorder gestation diabetes obesity maternal immune activation provoke infection link adverse health outcome offspring late life factor frequently cooccur potential compounding effect multiple morbidity dohadrelated outcomes receive adequate attention particular importance low middleincome country lmics ongoing high rate infectious disease experience transition undernutrition excess adiposity purpose scoping review summarize study examine effect interaction cooccurring metabolic nutritional stressor infectious disease gestation dohadrelated health outcome identify nine study humans four performed united state five lmics common outcome also seven nine study premature birth low birth weight identify nine animal study six mouse two rat one sheep interaction metabolicnutritional exposure infectious exposure vary effect include synergism inhibition independent action human study specifically design assess interaction metabolicnutritional exposure infectious disease future study neonatal outcome measure exposures explicitly examine concert effect,168.txt,84,37,0,0
background earlylife exposure household pet capacity reduce risk overweight allergic disease especially follow caesarean delivery since evidence pet also alter gut microbial composition infant change gut microbiome putative pathway pet exposure reduce risk health investigate impact preand postnatal pet exposure infant gut microbiota follow various birth scenario study employ large subsample infant canadian healthy infant longitudinal development study child cohort whose mother enrol pregnancy participate mother ask report household pet ownership recruitment second third trim month postpartum infant gut microbiota profile s rrna sequence faecal sample collect mean age month two category pet exposure pregnancy ii preand postnatally compare pet exposure different birth scenario result half studied infant expose least one furry pet prenatal andor postnatal period expose pregnancy alone exposure time period common effect birth scenario preand postnatal pet exposure enrich abundance oscillospira andor ruminococcus p twofold great likelihood high abundance among vaginally bear infant maternal intrapartum antibiotic prophylaxis exposure streptococcaceae substantially significantly reduce pet exposure p fdrp reflect decrease likelihood high abundance ci pet exposure pregnancy alone reduce likelihood ci exposure preand postnatal time period association independent maternal asthmaallergy status siblingship breastfeed exclusivity home characteristic conclusion impact pet ownership varies different birth scenario however common exposure pet increase abundance two bacteria ruminococcus oscillospira negatively associate childhood atopy obesity,154.txt,109,78,3,8
paper focus analyze concept green build green residential building analysis development state green residential building home abroad paper also study current development trend green residential building prospect development development direction green residential building china put forward provide reference application green building,140.txt,26,3,0,0
protein heterogeneity may result many factor often closely related regulation biological mechanism review address one source protein heterogeneity translation genetic variability transcriptional modulation protein level provide overview customized protein sequence database generate use genomic transcriptomic sequence information conjunction approach increase protein sequence coverage aid gain deep insight variability protein level modem approach dnarna sequence open possibility obtain detailed sequence information individual genome transcriptomes single nucleotide resolution study try correlate genetic variability important biological consequence risk develop disease define personalize approach towards therapy also call personalized precision medicine link genomic transcriptomic information complex biological mechanism however remain elusive due fact direct cause effect relationship change dnarna level downstream consequence review give overview challenge integrate genomics transcriptomics data proteomics data link variability dnarna level protein variability protein species biological significance manuscript focus recent trend proteomics namely integration genomic proteomic data genetic transcriptomic variability account considerable part protein variability basis many protein specie many yet describe protein level many also identified protein peptide unknown function review highlight challenge current proteomics methodology notably incomplete sequence coverage make difficult appreciate full complexity proteome lead fact much variability dnarna level capture protein level outline strategy ameliorate situation c elsevier bv right reserve,197.txt,110,32,1,6
classically mast cell mc consider important actor innate immune response play pivotal role igemediated allergic antiparasite response last two decade many experimental evidence demonstrate hematopoieticderived cell present connective mucosal tissue also key modulators adaptive immune response could contribute autoimmune disease notably rheumatoid arthritis ra recently badermeunier et al reported series patient suffer inflammatory joint disease associate mastocytosis suggest mastocytosis associate high prevalence spondyloarthritis discus possible link chronic inflammatory arthritis mastocytosis report clinical case describe patient develop ra long history mastocytosis great interest antihistamine treatment alone sufficient treat ra patient,183.txt,44,18,1,4
aim solve problem dynamic occlusion complete denture field dental restoration paper present computerized system viewpoint integration relate discipline firstly displacement matrix mandibular movement hanau articulator establish mean method direction cosine matrix spatial mechanism secondly program matlab language technical compute vc vtk visualization toolkit adopt technique laser scan computer graphic computer database d digitize model denture reconstruct d coordinate data mark point measure basis digitize model computerize simulation system occlusal contact complete denture develop aid system dynamic occlusive procedure complete denture mount hanau articulator clearly observe require angle location view addition posit ion occlusal contact obtain therefore study helpful research dynamic occlusion complete denture improve dental restorative procedure,008.txt,71,25,0,4
video track main field computer vision tld algorithm play key role longterm track however original tld ignores color feature patch detection track common point grid track accuracy limited paper present novel tld algorithm harris corner color moment overcome drawback instead track common point screen important point utilize harris corner reject half patch point well able show object textural feature addition color moment classifier replaces patch variance reduce error detection classifier compare minedimensional color moment vector keep tlds stable speed experiment prove tld track reliable position high ability without affect speed,020.txt,48,19,0,4
compact multilayer noncommensurate csection dispersive delay structure dd propose analog signal processing asp application contrast previously report csection dd uniplanar use edgecoupled csections dd base broadsidecoupled csections hence achieves much large ratio group delay swing frequency bandwidth lead high asp resolution moreover much compact maintain acceptable insertion loss parametric characterization monoblock commensurate multilayer dd vary strip width two multiblock noncommensurate dds linear group delay slop demonstrate fullwave simulation experimental lowtemperature cofired ceramic result propose dds exhibit significant footprint reduction factor around compare uniplanar edgecoupled counterpart,034.txt,31,30,1,8
although quite recent forensic research domain computer vision analysis scene likely become important near future thanks robustness image alteration signal level image compression filter however experimental assessment visionbased forensic algorithms particularly critical task since cannot test massive amount data performance heavily depend user skill paper investigate accuracy reliability visionbased usersupervised method estimation camera principal point use crop splice detection result extensive experimental evaluation show estimation accuracy depend perspective condition well select image feature evidence lead u define novel visual feature refer minimum vanishing angle use assess reliability method c elsevier inc right reserve,018.txt,65,22,1,1
vbf collection c class design analyze vector boolean function function map boolean vector another boolean vector cryptographic perspective implementation use ntl library victor shoup add new module call ntl function complement exist one make well suit cryptography class represent vector boolean function initialize several alternative type data structure truth table trace representation algebraic normal form anf among others relevant cryptographic criterion block stream cipher well hash function evaluate vbf obtains nonlinearity linearity distance algebraic degree linear structure frequency distribution absolute value walsh spectrum autocorrelation spectrum among others addition operation equality test composition inversion sum direct sum bricklayering parallel application vector boolean function employ rijndael cipher add coordinate function two vector boolean function present finally three real application library describe first one analyze kasumi block cipher second one analyze miniaes cipher third one find boolean function high nonlinearity key property robustness linear attack,030.txt,65,38,0,7
correspondence set mapping establishes relation element two data structure ie set point string tree graph consider several correspondence two structure one option define representative generalise median correspondence general computation generalise median npcomplete task paper present two method calculate generalise median correspondence multiple correspondence first one obtain optimal solution cubic time restrict ham distance second one obtain suboptimal solution iterative approach restriction respect use distance compare proposal term distance true generalise median runtime,024.txt,56,20,0,1
phosphatidylinositol kinase pik mitogenactivated protein kinaseextracellular signalregulated mek signal central survival proliferation many cell type multiple line investigation murine model show control pik pathway particularly important regulatory cell treg stability function pik mek inhibitor introduce clinic hypothesize pharmacologic inhibition pik possibly mek mixed culture human mononuclear cell would preferentially affect cd cd lymphocyte compare tregs test hypothesis use four readout proliferation activation functional suppression signal result show tregs less susceptible inhibition isoformspecific pik inhibitor mek inhibitor compare conventional cd cd counterpart study suggest less functional reliance pik mek signal tregs compare conventional cd cd lymphocytes therefore pik mek pathway attractive pharmacologic target transplantation treatment autoimmunity vitro agent block pi kinase andor mek pathway preferentially block nonregulatory cell relatively spar regulatory cell suggest pathway may attractive target transplantation,187.txt,60,49,0,24
dnabased individual identification rnabased tissue identification represent two commonlyused tool forensic investigation aim identify crime scene sample donor help provide link dnaidentified sample donor criminal act currently however analyse typically perform separately proofofprinciple study develop approach simultaneous analysis forensic strs amelogenin forensic mrna base parallel target dnarna sequence use ion torrent personal genome machine r pgm tm system couple ampliseq tm target amplification demonstrate autosomal strs commonly use individual identification csfpo d d d d d th tpox vwa amelxamely system widely apply sex identification mrna marker previously establish forensic tissue identification ala sptb peripheral blood mmp mmp menstrual blood htn stath saliva prm tgm semen cypbp muc vaginal secretion ccl lcec skin together two candidate reference mrna marker hprt sdha successfully combine unambiguous mrnabased tissue identification achieve sample forensically relevant tissue test str sequence analysis tissue sample donor concordant conventional str profile use commercial kit successful str analysis obtain ng genomic dna mrna analysis ng total rna however sensitivity limit investigate proofofprinciple study expect much low since dry material noticeable rna degradation small dnarna amplicons highcoverage sequence use achieve correct individual tissue identification demonstrate suitability approach analyze degraded material future forensic application overall study demonstrate feasibility simultaneously obtain multilocus str amelogenin multilocus mrna information combine individual tissue identification small sample degrade biological material moreover study mark first step towards combine many dnarna marker various forensic purpose increase effectiveness molecular forensic analysis allow forensically relevant information obtain limited forensic material c elsevier ireland ltd right reserve,193.txt,100,70,5,38
low birth weight vlbw neonates commonly experience acute kidney injury aki neonatal intensive care unit nicu hypothesize vlbw neonate expose aki nicu might high risk renal dysfunction childhood cohort study vlbw child age year complete kidney health evaluation stratify accord aki status nicu primary outcome renal dysfunction define follow estimate glomerular filtration rate egfr blood pressure aeth percentile thirtyfour subject complete study twenty subject history neonatal aki stage n stage n stage n median age year aki group high risk renal dysfunction compare group without aki v relative risk p overall total cohort egfr mlmin m use serum cystatin c aki subject aki subject p evidence renal dysfunction neonate bear vlbw find early childhood work necessary determine reduce renal disease vulnerable population,178.txt,55,66,2,16
paper ddes delay detach eddy simulation apply study spanwise suction control effect windinduced effect static bridge deck isolate suction hole arrange low surface test model spanwise direction base previous study similar bluff body proper distance spanwise suction choose trigger amplify unstable secondary instability ie mode wake simulation result show suction arrange close wake best control effect reduce fluctuate aerodynamic force due meanvelocity modification isolate spanwise suction virtual aerodynamic shape modification generate could act spanwise perturbation suppress spanwise vortex result indicate spanwise suction could trigger amplify mode instability hence lead dislocation spanwsie vortex even completely suppress spanwise vortex addition spanwise suction control surpress spanwise vortex shed wide range c elsevier ltd right reserve,144.txt,56,25,1,4
paper present robotic system call multifunctional robotic crawler cable inspection ii develop inspection hanger cable suspension bridge robot move hanger cable perform inspection instrument cameras nondestructive testing tool etc novel mechanism robotic system propose consideration environmental condition suspension bridge drive mechanism adopts crawler type one driven brushless direct current motor detachable adhesion tool ensure simple quick installation procedure safelanding mechanism emergency situation guarantee retrieval robot preserve safety operator paper present robot system field test result super longspan suspension bridge call yeongjong grand bridge south korea practical application real environmental condition suspension bridge field robot apply discussed,150.txt,50,18,0,1
simple fast sensitive accurate methodology base lle follow liquid chromatographytandem mass spectrometry simultaneous determination four regioisomers iso prostaglandin f alpha isorprostaglandin f alpha betaprostaglandin f alpha rprostaglandin f alpha routine analysis human plasma sample develop isoprostanes stable product arachidonic acid peroxidation regard reliable marker oxidative stress vivo validation method perform evaluation key analytical parameter matrix effect analytical curve trueness precision limit detection limit quantification homoscedasticity meet analytical data weight linear regression apply order improve accuracy low end point calibration curve detection limit lods range pgml plasma sample spike isoprostanes level pgml intraand interday repeatability range respectively applicability propose approach verify monitor isoprostane isomer level plasma sample collect young patient n subject hyperbaric hyperoxia oxygen kpaa min multiplace hyperbaric chamber c elsevier bv right reserve,151.txt,62,63,5,8
montecarlo simulation wellestablished methodology numerically assess effect variation mechanical aerodynamic parameter aeroelastic stability suspend bridge research paper use statistical approach present design methodology assessment long span aeroelastic behavior considers flutter velocity unique safety index common practice also trend total damp function wind velocity specifically several significant inservice condition consider indeed wind velocity inservice condition event probability much high flutter condition case reliability analysis represent added value design process therefore statistical analysis total damping service condition suggest useful tool judge performance structure especially structure windstructure interaction represent capital aspect overall design happen long span bridge give probability distribution input parameter monte carlo simulation allow one statistically investigate aeroelastic stability structure term range variation total damping flutter velocity eigenvalue analysis also possible state probability match design technical specification probability certain prescribed variation band mathematical statistical background design methodology present case study analyze reference messina strait bridge test case choose stress methodology challenge design extreme structural aerodynamic solution implement reach main span length performance structure deeply bound reliability aeroelastic design c elsevier ltd right reserve,145.txt,134,27,2,1
clinical recommendation limit menopausal hormone therapy year yet impact short treatment duration cardiovascular health unknown hypothesize shortand longterm estradiol e treatment exert positive lasting effect blood pressure vascular reactivity renal health study design mimic midlife menopause follow e treatment either follow exceed current clinical recommendation female longevans retire breeder ovariectomized ovx mo age randomize three group day d vehicle veh veh day d e d vehicle e veh d e e e comparison veh veh e veh e e group low systolic blood pressure enhance mesenteric relaxation response estrogen receptoralpha stimulation despite reduce blood pressure e e induced renal cardiac hypertrophy reduce glomerular filtration increase proteinuria interestingly kidneys e veh rat significantly few tubular cast group conclusion longterm e lower blood pressure exert detrimental effect kidney health midlife ovx longevans rat whereas shortterm e lower blood pressure reduce renal damage finding highlight duration hormone therapy may important factor renal health age postmenopausal woman,179.txt,54,56,1,17
continued improvement nextgeneration dnarna sequence couple advance gene annotation provide researcher access plethora annotate genome subsequent analysis orthologous gene structure identify numerous intron gain loss event occur recently distant past research afford exceptional insight temporal lineagespecific rate intron gain loss among various specie throughout evolution numerous study also attempt identify molecular mechanism intron gain loss however even considerable effort little known process particular mechanism intron gain proven exceptionally enigmatic remain topic considerable debate currently exist definitive consensus mechanism may generate intron many intron know affect gene expression necessary understand molecular process intron may gain review seven commonly purported mechanism intron gain possible summarize molecular evidence occurrence mechanism furthermore catalogue indirect evidence support occurrence mechanism finally propose mechanism fail explain mechanistic origin many recently gain intron also look trend may aid researcher identify potential mechanism intron gain,192.txt,81,32,0,1
melatonin affect variety physiological process include circadian rhythm cellular redox status immune function importantly melatonin significantly influence tcellmediated immune response crucial protect mammal cancer infection associate pathogenesis many autoimmune disease review focus current understanding significance melatonin tcell biology beneficial effect melatonin tcell responsebased disease addition express membrane nuclear receptor melatonin cell four enzyme require synthesis melatonin produce high level melatonin meanwhile melatonin highly effective modulating tcell activation differentiation especially th treg cell also memory cell mechanistically influence melatonin tcell biology associate membrane nuclear receptor well receptorindependent pathway example via calcineurin several cell signal pathway include erkcebp alpha involve regulatory role melatonin tcell biology modulation tcell response melatonin exert beneficial effect various inflammatory disease type diabetes systemic lupus erythematosus multiple sclerosis finding highlight importance melatonin signal tcell fate determination cellbased immune pathology,186.txt,62,43,1,4
gradientstatisticbased diagnostic measure develop context generalize linear mixed model performance assess real example simulation study term ability detect influential data structure concordance use influence measure,025.txt,17,5,0,1
capacitive chargedivision readout method read x array mm x mm positionsensitive solidstate photomultipliers pssspm design evaluated use analog multiplexing method signal position time pssspm array reduce signal position time allow pssspm array treat individual largearea pssspm module global positioning approach use instead individual position pssspm array ensure entire light signal utilized signaltonoise ratio snr flood histogram quality different bias voltage v v v interval fix temperature degree c evaluate couple x array mm x mm x mm polish lso crystal center pssspm array timing resolution measure fixed bias voltage v fix temperature degree c measurement evaluate compare use capacitor different value tolerance capacitor value range nf nf capacitance tolerance range result show good performance achieve use capacitor small value well capacitance tolerance use nf capacitor snr energy resolution time resolution n bias voltage v respectively flood histogram quality also evaluate use x array mm x mm x mm polish lso crystal x array mm x mm x mm unpolished lso crystal determine small crystal size resolvable study show high spatial resolution pssspm preserve allow mm crystal identify result show capacitive chargedivision analog signal processing method significantly reduce number electronic channel retain excellent performance detector,031.txt,99,67,23,21
unmanned aerial vehicle become widely used entertainment security building inspection similar task inertial navigation system ins one main area research uavs control flight building near construction flight path must control recorded paper collect approach use uav onboard trajectory determination gps cannot use determined approach include onboard inertial measurement unit system image sensor fuse uavs control method computer vision give possibility increase inertial navigation system accuracy determine distance obstacle dual vision camera must use c author publish elsevier bv,019.txt,34,16,1,5
algorithms hard understand novice computer science student dynamically modify value element abstract data structure animation help understand algorithm since connect abstract concept real life object situation past year conduct many experiment field usage animation visualization education show mixed result paper review past research within field summarize recommendation regard graphic design interactivity animation second part paper present interactive card sort animation conceptual view goal animation help student understand main idea difference basic sort algorithms pedagogical experiment relate animation firstyear computer science student j selye university komarno slovakia ask fill pretest experiment interactive animation fill posttest result show animation help student understand essential aspect sort algorithm however participant able understand sort algorithm detail type animation need teach algorithm indepth,027.txt,73,27,1,1
cmos currentmode analog multiplierdivider circuit present suited standard cmos fabrication successfully employ wide range analog signal processing application measurement result mu cmos test chip prototype verify approach employ circuit consumes mu w use single supply voltage v require silicon area x mu,033.txt,18,8,3,6
role symmetric division stem cell biology ambiguous necessary injury symmetric division occur often appearance tumour likely explore role symmetric asymmetric division cell population propose mathematical model competition population stem cell expansion control fully differentiate cell show optimal fraction symmetric stem cell division maximise longterm survival probability organism moreover show optimal number stem cell tissue show number small enough reduce probability appearance advantageous malignant cell large enough assure population suppress stochastic fluctuation c elsevier ltd right reserve,190.txt,58,18,1,1
glioma still difficult treat high malignancy high recurrence rate high resistance anticancer drug alternative method research gliomagenesis drug resistance use vitro tumor model closely mimic vivo tumor microenvironment study establish d bioprinted glioma stem cell model use modify porous gelatinalginate fibrinogen hydrogel mimic extracellular matrix glioma stem cell achieve survival rate proliferate high cellular activity immediately follow bioprinting vitro culture period print glioma stem cell maintain inherent characteristic cancer stem cell nestin also show differentiation potential glial fibrillary acidic protein betatubulin iii order verify vascularization potential glioma stem cell tumor angiogenesis biomarker vascular endothelial growth factor detect immunohistochemistry expression increase week one three culture period drugsensitivity result show d printed tumor model resistant temozolomide d monolayer model tmz concentration mu g ml summary d bioprinted glioma model provide novel alternative tool study gliomagenesis glioma stem cell biology drug resistance anticancer drug susceptibility vitro,184.txt,56,36,0,6
background abnormal savda munziq asmq traditional prescription uyghur medicine treatment complex diseases tumor asthma proven effective uyghur medical clinical practice efficacyenhancing toxicityreducing property asmq study mouse transplant cervical cancer u tumor treat fluorouracil fu work method investigate synergistic effect asmq fu u cell inhibitory effect cell proliferation determine mtt assay kunming mouse randomly divide group control group model group fu group fu combine asmq lowdose group fu combine asmq mediumdose group fu combine asmq highdose group inhibition rate tumor viscera index content serum tumor necrosis factoralpha tnfalpha alanine aminotransferase alt aspartate aminotransferase ast determine expression level transform growth factorbeta tgfbeta human papillomavirus type e hpv e protein assess western blot pathological change liver observe result inhibition rate tumor fu asmqh group fu asmqm group fu asmql group fu group clearly indicate effect tumor inhibition thymus index spleen index increase serum concentration tnfalpha increase alt ast concentration decrease tnfalpha protein expression increase tgfbeta hpv e decrease asmq might improve liver central vein hyperemia interstitial edema preserve radial structure hepatic cord conclusion result suggest asmq might reduce toxicity enhance efficacy chemotherapeutic drug fluorouracil treatment cervical carcinoma,153.txt,89,96,5,22
chulitna river bridge ft five girder fivespan steel bridge park highway fairbanks anchorage alaska bridge build widen nolive load condition five support bearing contact heavily load truck often travel across bridge oil field prudhoe bay alaska virtual finite element model dynamic field test ambient vibrational response structural health monitoring system use analyze evaluate monitor structural performance first stage research article present result dynamic testing evaluation structural response bridge dynamic field test portable accelerometer place centerline along bridge length record structural response ambient freedecay response use evaluate dynamic property bridge structure natural frequency modal damp ratio identify characterized use hilberthuang transform fast fourier transform method compare conventional approach study demonstrate hilberthuang method find effective suitable modal parameter identification long steel girder bridge use ambient truck load nonlinear damp first time identify base hilberthuang transforms amplitudetime slope modal frequency sensitive sensor location position optimize,147.txt,75,42,2,1
strand tension control essential suspension bridge safety however quantitative study examine bend rigidity boundary condition behavior strand anchor span suspension bridge special structure complex configuration paper new calculation method strand tension explore use dynamic balance theory determine effect bend rigidity boundary condition accuracy effectiveness propose method test confirmed verification example application nanxi yangtze suspension bridge china result indicate loworder frequency calculation could use calculate strand tension without consider effect bend rigidity ensure control accuracy influence bend rigidity control precision relate tension length strand significantly determine specific value stress rigidity bend rigidity uncertain boundary condition anchor span cable fix consolidate hinged also major effect control accuracy improve accuracy strand tension control least square method propose tension construction control anchor span approach significantly improve accuracy tension control main cable strand recommendation future bridge analysis provide base result study,146.txt,88,17,0,0
background objective asthma chronic inflammatory disorder require intermittent continuous antiinflammatory therapy patient often turn alternative treatment complement replacement conventional treatment aim evaluate effect salt room chamber halotherapy bronchial hyperresponsiveness bhr fractional exhaled nitric oxide feno quality life child asthma patient method child age year clinical diagnosis mild asthma receive antiinflammatory therapy patient randomize doubleblind control study salt room halogenerator treatment group without halogenerator control group evaluate effect salt room therapy bhr feno spirometry pediatric asthma quality life questionnaire paqlq treatment period last week session result twentynine patient randomize salt room halogenerator treatment group patient salt room without salt halogenerator control group statistically significant improvement bhr demonstrate treatment group remain unchanged control group improvement spirometry feno level follow treatment treatment group show statistical improvement parameter quality life questionnaire conclusion pilot study suggest salt room halogenerator may beneficial effect mild asthmatic child randomize large controlled trial longterm followup necessary c wiley periodical inc,152.txt,63,56,4,6
